citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa,record_id,citekey_collision
Sharma2024638,ARTICLE,Monoamine Oxidase: A Potential Link in Papez Circuit to Generalized Anxiety Disorders,"Sharma, Ravikant and Kumarasamy, Murali and Parihar, Vipan Kumar and Ravichandiran, V. and Kumar, Nitesh",2024,CNS and Neurological Disorders - Drug Targets,10.2174/1871527322666230412105711,https://www.scopus.com/pages/publications/85186471813?origin=resultslist,638 - 655,23,5,Review,Cited by: 10,False,False,False,Sharma2024638,False
Deliz2026541,ARTICLE,New-Onset Psychosis in a Person with Parkinson's Disease after “Horny Goat Weed” Use,"Deliz, Juan R. and Manoocheri, Kasra and Larson, Danielle N. and Bega, Danny",2026,Movement Disorders Clinical Practice,10.1002/mdc3.70350,https://www.scopus.com/pages/publications/105015216130?origin=resultslist,541 - 543,13,2,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Deliz2026541,False
He2025e44392,ARTICLE,The regulatory mechanisms of active ingredients in traditional Chinese medicine for inflammation in Parkinson disease: A review,"He, Yuxuan and Wang, Jingyi and Ying, Chunmiao and Liang, Weixiao and Yin, Zaitian and Gao, Jing and Wang, Boqiao and Zhao, Xiaohui and Zhang, Yunke",2025,Medicine (United States),10.1097/MD.0000000000044392,https://www.scopus.com/pages/publications/105020894047?origin=resultslist,e44392,104,42,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,He2025e44392,False
Bangash2025173,ARTICLE,Personality disorders in later life: An update,"Bangash, Ayesha",2025,BJPsych Advances,10.1192/bja.2024.41,https://www.scopus.com/pages/publications/85205728448?origin=resultslist,173 - 185,31,3,Article,Cited by: 1,False,False,False,Bangash2025173,False
Mente2026529,ARTICLE,Cannabidiol mitigates cognitive impairment from LPS-induced neuroinflammation in mice,"Mente, Sultan and Polat, Elif Beyzanur and Kiyak-Kırmacı, Hümeysa and Ertaş, Büşra",2026,Journal of Research in Pharmacy,10.12991/jrespharm.1711372,https://www.scopus.com/pages/publications/105039482380?origin=resultslist,529 - 534,30,2,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False,Mente2026529,False
Sarkar20245483,ARTICLE,Medicinal herbal remedies in neurodegenerative diseases: an update on antioxidant potential,"Sarkar, Biplob and Rana, Nitasha and Singh, Charan and Singh, Arti",2024,Naunyn-Schmiedeberg's Archives of Pharmacology,10.1007/s00210-024-03027-5,https://www.scopus.com/pages/publications/85187448332?origin=resultslist,5483 - 5511,397,8,Review,Cited by: 22,False,False,False,Sarkar20245483,False
Peball2024,ARTICLE,Long-term safety and efficacy of open-label nabilone on sleep and pain in Parkinson´s Disease,"Peball, Marina and Heim, Beatrice and Carbone, Federico and Schorr, Oliver and Werkmann, Mario and Ellmerer, Philipp and Marini, Kathrin and Krismer, Florian and Knaus, Hans-Günther and Poewe, Werner and Djamshidian, Atbin and Seppi, Klaus",2024,npj Parkinson's Disease,10.1038/s41531-024-00665-7,https://www.scopus.com/pages/publications/85187890445?origin=resultslist,,10,1,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Peball2024,False
Demirel2026,ARTICLE,Cannabidiol Protects Against 1-Methyl-4-Phenylpyridinium and Manganese-Induced Neurotoxicity via Nod-Like Receptor Protein 3 Inflammasome Suppression,"Demirel, Göksun and Yirün, Anıl and Çakir, Deniz Arca and Özkan, Hüseyin and Güneş, Berfu Şura and Selvi, Selen and Öztürk, Yeter EROL. and Erkekoğlu, Pınar",2026,Journal of Biochemical and Molecular Toxicology,10.1002/jbt.70957,https://www.scopus.com/pages/publications/105041189158?origin=resultslist,,40,6,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Demirel2026,False
Romero2024714,ARTICLE,"COMBINED NON-INVASIVE NEUROMODULATION USING TRANSCRANIAL DIRECT CURRENT STIMULATION, MOTOR IMAGERY AND ACTION OBSERVATION FOR MOTOR, COGNITIVE AND FUNCTIONAL RECOVERY IN CORTICO-BASAL DEGENERATION: A SINGLE CASE STUDY","Romero, Juan Pablo and Martínez-Benito, Alexis and de Noreña, David and Hurtado-Martínez, Alfonso and Sánchez-Cuesta, Francisco José and González-Zamorano, Yeray and Moreno-Verdú, Marcos",2024,EXCLI Journal,10.17179/excli2024-7027,https://www.scopus.com/pages/publications/85215383427?origin=resultslist,714 - 726,23,,Article,Cited by: 5,False,False,False,Romero2024714,False
Jellinger2025,ARTICLE,The Spectrum of Cognitive Impairment in Atypical Parkinsonism Syndromes: A Comprehensive Review of Current Understanding and Research,"Jellinger, Kurt A.",2025,Diseases,10.3390/diseases13020039,https://www.scopus.com/pages/publications/85219172220?origin=resultslist,,13,2,Review,Cited by: 7; All Open Access; Gold Open Access; Green Open Access,True,True,True,Jellinger2025,False
Ruver-Martins2024,ARTICLE,Low doses of cannabis extract ameliorate non-motor symptoms of Parkinson’s disease patients: a case series,"Ruver-Martins, Ana Carolina and Martinez, Ingrid Andrea Rodriguez and Holla, Vinicius Giesel and Souza, Beatriz Larentis de and Silva, Elton Gomes da and Novoa, Diana Marcela Aragon and Souza-Silva, Eduardo and Araujo, Fabiano Soares and Prediger, Rui Daniel and Nascimento, Francisney Pinto do",2024,Frontiers in Human Neuroscience,10.3389/fnhum.2024.1466438,https://www.scopus.com/pages/publications/86000645885?origin=resultslist,,18,,Article,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True,Ruver-Martins2024,False
Liu2024733,ARTICLE,JWH133 attenuates behavior deficits and iron accumulation in 6-OHDA-induced Parkinson’s disease model rats,"Liu, Man and Pan, Dong and Wang, Meng Ya and Deng, Han and Ma, Ze Gang",2024,Journal of Neurophysiology,10.1152/jn.00137.2024,https://www.scopus.com/pages/publications/85202290919?origin=resultslist,733 - 743,132,3,Article,Cited by: 7,False,False,False,Liu2024733,False
Ting2026,ARTICLE,Early clinical characteristics of pathologically confirmed progressive supranuclear palsy and corticobasal degeneration,"Ting, Simon Kang Seng and Asahara Thio, Sean and Cao, Ke and Hameed, Shahul and Li, Weishan and Mukesh Shah, Jinesh and Lin, Shawn and Sim, Jingwei and Chiew, Hui Jin and Ng, Kok Pin and Ng, Adeline S. L.",2026,Journal of Neurology,10.1007/s00415-026-13742-z,https://www.scopus.com/pages/publications/105033301770?origin=resultslist,,273,3,Article,Cited by: 0,False,False,False,Ting2026,False
Zong2026,ARTICLE,Targeting GPCR Signaling in Parkinson’s Disease: From Molecular Pathology to Exercise-Based Therapeutics,"Zong, Boyi and Yu, Fengzhi and Zhang, Xiaoyou and Pang, Yige and Li, Fanghui and Sun, Peng and Li, Lin",2026,Molecular Neurobiology,10.1007/s12035-026-06021-5,https://www.scopus.com/pages/publications/105042782076?origin=resultslist,,63,1,Review,Cited by: 0,False,False,False,Zong2026,False
Prajjwal2024,ARTICLE,"Association of Parkinson's disease to Parkinson's plus syndromes, Lewy body dementia, and Alzheimer's dementia","Prajjwal, Priyadarshi and Kolanu, Nikhil Deep and Reddy, Yeruva Bheemeswara and Ahmed, Aneeqa and Marsool, Mohammed Dheyaa Marsool and Santoshi, Krupanagram and Pattani, Himani Harshad and John, Jobby and Chandrasekar, Kiran Kishor and Hussin, Omniat Amir",2024,Health Science Reports,10.1002/hsr2.2019,https://www.scopus.com/pages/publications/85189147245?origin=resultslist,,7,4,Review,Cited by: 8; All Open Access; Gold Open Access; Green Open Access,True,True,True,Prajjwal2024,False
Ghirelli2026,ARTICLE,Predicting pattern and spread of brain atrophy and tau deposition in progressive supranuclear palsy,"Ghirelli, Alma and Ali, Farwa and Stephens, Yehkyoung C. and Clark, Heather M. and Stierwalt, Julie A.G. and Machulda, Mary M. and Agosta, Federica and Filippi, Massimo and Dickson, Dennis W. and Lowe, Val J. and Josephs, Keith A. and Whitwell, Jennifer L. and Satoh, Ryota",2026,NeuroImage: Clinical,10.1016/j.nicl.2026.104031,https://www.scopus.com/pages/publications/105044185964?origin=resultslist,,51,,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Ghirelli2026,False
Duga20241131,ARTICLE,Long-Term Globus Pallidus Internus Deep Brain Stimulation in Pediatric Non-Degenerative Dystonia: A Cohort Study and a Meta-Analysis,"Duga, Valentina and Giossi, Riccardo and Romito, Luigi Michele and Stanziano, Mario and Levi, Vincenzo and Panteghini, Celeste and Zorzi, Giovanna and Nardocci, Nardo",2024,Movement Disorders,10.1002/mds.29815,https://www.scopus.com/pages/publications/85191172538?origin=resultslist,1131 - 1144,39,7,Article,Cited by: 25; All Open Access; Hybrid Gold Open Access,True,True,False,Duga20241131,False
Alves202434,ARTICLE,Use of phytocanabinoids in animal models of Parkinson's disease: Systematic review,"Alves, Amanda de Deus Ferreira and Dias, Fernanda Carolina Ribeiro and Cadena, Pabyton Gonçalves and Silva-Jr, Valdemiro Amaro",2024,NeuroToxicology,10.1016/j.neuro.2024.08.002,https://www.scopus.com/pages/publications/85202580519?origin=resultslist,34 - 44,105,,Article,Cited by: 4,False,False,False,Alves202434,False
Banerjee2024,ARTICLE,Phytocannabinoids in neuromodulation: From omics to epigenetics,"Banerjee, Subhadip and Saha, Debolina and Sharma, Rohit and Jaidee, Wuttichai and Puttarak, Panupong and Chaiyakunapruk, Nathorn and Chaoroensup, Rawiwan",2024,Journal of Ethnopharmacology,10.1016/j.jep.2024.118201,https://www.scopus.com/pages/publications/85191523707?origin=resultslist,,330,,Review,Cited by: 11,False,False,False,Banerjee2024,False
Hu20253239,ARTICLE,Cognitive and neuropsychiatric profiles distinguish atypical parkinsonian syndromes,"Hu, Michele T and Coma, Agustin Querejeta and Rowe, James B and Zerenner, Tanja and Church, Alistair and Fumi, Riona and Costantini, Alyssa and Jabbari, Edwin and Jensen, Marte T and Gerhard, Alexander and Pavese, Nicola and Kobylecki, Christopher and Leigh, P. Nigel and Koychev, Ivan and Morris, Huw R and Manohar, Sanjay G",2025,Brain,10.1093/brain/awaf132,https://www.scopus.com/pages/publications/105015536857?origin=resultslist,3239 - 3251,148,9,Article,Cited by: 3; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Hu20253239,False
Targa2025,ARTICLE,The cannabinoid CB2 receptor: improvement of sleep or memory in rotenone model of Parkinson's disease,"Targa, Adriano D.S. and dos Santos-Lima, Gustavo Z. and Rodrigues, Lais S. and Cavalcante, Samantha F. and Fontenele-Araújo, John and Torterolo, Pablo and Fagotti, Juliane and Ilkiw, Jéssica and Noseda, Ana Carolina D. and Trombetta-Lima, Marina and Dorieux, Flávia and Dominico, Patricia S. and Sogayar, Mari C. and Andersen, Monica Levy and Stern, Cristina Aparecida and Lima, Marcelo M.S.",2025,European Journal of Pharmacology,10.1016/j.ejphar.2025.177745,https://www.scopus.com/pages/publications/105005321396?origin=resultslist,,1000,,Article,Cited by: 3; All Open Access; Green Open Access,True,False,True,Targa2025,False
Eitan2025,ARTICLE,The Endocannabinoid System: Pharmacological Targets and Therapeutic Potential in CNS Disorders,"Eitan, Laith N. AL and ElSharkawy, Mohammad T. and Alahmad, Saif Z. and Khair, Iliya Y. and Mihyar, Ahmad H. and Almahdawi, Diana L.",2025,Current Neuropharmacology,10.2174/011570159X404678251021091920,https://www.scopus.com/pages/publications/105038414221?origin=resultslist,,,,Review,Cited by: 1,False,False,False,Eitan2025,False
Kotecha2026,ARTICLE,Effectiveness and safety of cannabis on anxiety treatment outcomes: a systematic review,"Kotecha, Pareeta and Perez-Vilar, Silvia and Lloyd, Joshua and Sandhu, Sukhminder K and Schoeplein, Ryan and Huang, Wenxi and Weiner, Jordyn and Naranjo, Crystal and Spin, Eva and Chatila, Merial and Kurzbach, Thorben and Chang, Shao-Hsuan and Pliego, Sophia and Riaz, Munaza and Jugl, Sebastian and Adkins, Lauren and Guo, Jingchuan and Wang, Yan and Winterstein, Almut G and Goodin, Amie",2026,Journal of Affective Disorders Reports,10.1016/j.jadr.2026.101095,https://www.scopus.com/pages/publications/105040717023?origin=resultslist,,25,,Review,Cited by: 0; All Open Access; Gold Open Access,True,True,False,Kotecha2026,False
Upadhyay2026,ARTICLE,Neural receptors as the gateway to neuroprotection: The current landscape of Parkinson's therapeutics,"Upadhyay, Riddhi and Sevanan, Murugan",2026,Advances in Pharmacology,10.1016/bs.apha.2026.04.002,https://www.scopus.com/pages/publications/105050229457?origin=resultslist,,,,Article,Cited by: 0,False,False,False,Upadhyay2026,False
Chang2024,ARTICLE,Xanthine or hypoxanthine or both may play therapeutical effect in Parkinson's disease through the endocannabinoid system,"Chang, Bowen and Niu, Chaoshi and Jiang, Yuge",2024,Medical Hypotheses,10.1016/j.mehy.2023.111231,https://www.scopus.com/pages/publications/85179963714?origin=resultslist,,182,,Article,Cited by: 6,False,False,False,Chang2024,False
Li20241669,ARTICLE,Resting State Brain Networks under Inverse Agonist versus Complete Knockout of the Cannabinoid Receptor 1,"Li, Hui and Ye, Qiong and Wang, Da and Shi, Bowen and Xu, Wenjing and Zhang, Shuning and Han, Xiaoyang and Zhang, Xiao-Yong and Thompson, Garth J.",2024,ACS Chemical Neuroscience,10.1021/acschemneuro.3c00804,https://www.scopus.com/pages/publications/85189978819?origin=resultslist,1669 - 1683,15,8,Article,Cited by: 3; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Li20241669,False
Hirose2025,ARTICLE,Corticobasal degeneration preceded by cognitive impairment and apathy: An autopsy case report,"Hirose, Shoma and Kobayashi, Ryota and Hatakeyama, Shigeki and Kawakatsu, Shinobu and Suzuki, Akihito and Kawanishi, Chiaki and Utsumi, Kumiko",2025,Psychiatry and Clinical Neurosciences Reports,10.1002/pcn5.70174,https://www.scopus.com/pages/publications/105012282861?origin=resultslist,,4,3,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Hirose2025,False
Jurado-Coronel2026774,ARTICLE,Cannabidiol confers neuroprotection against 6-OHDA toxicity by rescuing Nrf2 proteostasis and preserving mitochondrial integrity,"Jurado-Coronel, Juan and Duennwald, Martin L.",2026,Free Radical Biology and Medicine,10.1016/j.freeradbiomed.2026.08.012,https://www.scopus.com/pages/publications/105046970455?origin=resultslist,774 - 790,255,,Article,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False,Jurado-Coronel2026774,False
Jena2024,ARTICLE,"Novel neuroprotective 5,6-dihydropyrido[2′,1':2,3]imidazo[4,5-c]quinoline derivatives acting through cholinesterase inhibition and CB2 signaling modulation","Jena, Sushovan and Gonzalez, Gabriel and Vítek, Dominik and Kvasnicová, Marie and Štěpánková, Šárka and Strnad, Miroslav and Voller, Jiří and Chanda, Kaushik",2024,European Journal of Medicinal Chemistry,10.1016/j.ejmech.2024.116592,https://www.scopus.com/pages/publications/85198538522?origin=resultslist,,276,,Article,Cited by: 24; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Jena2024,False
Jamshaid2026260,ARTICLE,Exploring the Therapeutic Potential of Cannabis Constituents in Parkinson’s Disease: Insights from Molecular Docking Simulations,"Jamshaid, Attiya and Aziz, Moawaz and Raza, Usama and Mazhar, Rahman and Shakil, Muhammad Asad Ullah and Sajid, Muhammad and Tang, Lixia and Sehgal, Sheikh Arslan",2026,Medinformatics,10.47852/bonviewMEDIN62029324,https://www.scopus.com/pages/publications/105048557556?origin=resultslist,260 - 274,3,3,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False,Jamshaid2026260,False
Laxmi20251453,ARTICLE,Ethnopharmacology of Cannabis sativa: Unveiling the Medicinal Heritage and Modern Applications,"Laxmi, Vijaya and Martolia, Jaya",2025,Journal of Natural Remedies,10.18311/jnr/2025/47860,https://www.scopus.com/pages/publications/105012131752?origin=resultslist,1453 - 1469,25,7,Review,Cited by: 1; All Open Access; Gold Open Access,True,True,False,Laxmi20251453,False
Duncan2024788,ARTICLE,Cannabinoids and endocannabinoids as therapeutics for nervous system disorders: Preclinical models and clinical studies,"Duncan, R. Scott and Riordan, Sean M. and Gernon, Matthew C. and Koulen, Peter",2024,Neural Regeneration Research,10.4103/1673-5374.382220,https://www.scopus.com/pages/publications/85171457313?origin=resultslist,788 - 799,19,4,Review,Cited by: 23; All Open Access; Gold Open Access; Green Open Access,True,True,True,Duncan2024788,False
Aranda-Abreu2025,ARTICLE,The Role of Tau in Neuronal Function and Neurodegeneration,"Aranda-Abreu, Gonzalo Emiliano and Rojas-Durán, Fausto and Hernández-Aguilar, María Elena and Herrera-Covarrubias, Deissy and García-Hernández, Luis Isauro and Toledo-Cárdenas, María Rebeca and Chi-Castañeda, Donají",2025,Neurology International,10.3390/neurolint17050075,https://www.scopus.com/pages/publications/105006487944?origin=resultslist,,17,5,Review,Cited by: 13; All Open Access; Gold Open Access; Green Open Access,True,True,True,Aranda-Abreu2025,False
Messak2026,ARTICLE,Therapeutic effects of cannabinoids on Parkinson’s disease: an updated systematic review and meta-analysis of randomized controlled trials,"Messak, Mark and Abdelmageed, Ahmed and Abbas, Ahmed Noureldeen and Mandour, Youssef and Talkhan, Ahmed and Eltohami, Mahmoud Fadel and Kanaan, Dua’a and Alfahmi, Fawaz K. and Saeed, Habiba Tariq and Hamzeh, Lara Hamzeh and Taman, Lamees and Negida, Ahmed",2026,Acta Neurologica Belgica,10.1007/s13760-026-03082-0,https://www.scopus.com/pages/publications/105039413581?origin=resultslist,,,,Review,Cited by: 0,False,False,False,Messak2026,False
Langerscheidt20242992,ARTICLE,Genetic forms of tauopathies: inherited causes and implications of Alzheimer’s disease-like TAU pathology in primary and secondary tauopathies,"Langerscheidt, Felix and Wied, Tamara and Al Kabbani, Mohamed Aghyad and van Eimeren, Thilo and Wunderlich, Gilbert and Zempel, Hans",2024,Journal of Neurology,10.1007/s00415-024-12314-3,https://www.scopus.com/pages/publications/85189044377?origin=resultslist,2992 - 3018,271,6,Review,Cited by: 41; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Langerscheidt20242992,False
Gómez-Pineda20241488,ARTICLE,Neurotrophin-3 Rescues Striatal Synaptic Plasticity in Model of Neurodegeneration by PLC Signaling Activation,"Gómez-Pineda, Victor G. and Nieto-Mendoza, Elizabeth and Torres-Cruz, Francisco M. and Hernández-Echeagaray, Elizabeth",2024,CNS and Neurological Disorders - Drug Targets,10.2174/0118715273298919240531110022,https://www.scopus.com/pages/publications/85204943538?origin=resultslist,1488 - 1498,23,12,Article,Cited by: 3,False,False,False,Gómez-Pineda20241488,False
Grishina202669,ARTICLE,Diagnosis of Alzheimer’s Disease Using Biological Markers in Corticobasal Syndrome,"Grishina, D.A. and Grinyuk, V.V. and Nodel, M.R. and Tyurina, A. Yu. and Mkhitaryan, E.A. and Chervyakova, Ya. I.",2026,Neuroscience and Behavioral Physiology,10.1007/s11055-026-01950-z,https://www.scopus.com/pages/publications/105028486107?origin=resultslist,69 - 75,56,1,Review,Cited by: 0,False,False,False,Grishina202669,False
Jiang2024,ARTICLE,Protective effect of phenylpropionamides in the seed of Cannabis Sativa L. on Parkinson's disease through autophagy,"Jiang, Yi-kai and Li, Meng-meng and Wang, Si-yi and Hao, Zhi-chao and Meng, Xin and Kuang, Hai-xue and Yang, Bing-you and Liu, Yan",2024,Fitoterapia,10.1016/j.fitote.2024.105883,https://www.scopus.com/pages/publications/85187391594?origin=resultslist,,175,,Article,Cited by: 11,False,False,False,Jiang2024--article,True
Strada2026,ARTICLE,"Medicinal use of non-prescribed cannabis: a cross-sectional survey on patterns of use, motives for use, and treatment access in the Netherlands","Strada, Lisa and Korteling, Simone and Vergeer, Mark and Oomen, Pieter",2026,Journal of Cannabis Research,10.1186/s42238-025-00355-y,https://www.scopus.com/pages/publications/105026872584?origin=resultslist,,8,1,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Strada2026,False
Tseng2025109,ARTICLE,Butane Intoxication: A Case Report with Brain Images Resembling Wernicke Encephalopathy and a Delayed Sequela of Slow Orthostatic Tremor,"Tseng, Ting-Yi and Fong, Vai-Hong and Kuo, Kuei-Hong and Hong, Chien-Tai and Lai, Tzu-Hsien",2025,Acta Neurologica Taiwanica,10.4103/ANT.ANT_113_0027,https://www.scopus.com/pages/publications/105008461419?origin=resultslist,109 - 112,34,2,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Tseng2025109,False
Gotlieb2026181,ARTICLE,Barriers and Consequences of Prior Authorization for Neurologic Medications: A Scoping Review,"Gotlieb, Evelyn and Joseph, Bamby and Blank, Leah and Jetté, Nathalie",2026,JAMA Neurology,10.1001/jamaneurol.2025.4560,https://www.scopus.com/pages/publications/105024446577?origin=resultslist,181 - 192,83,2,Review,Cited by: 7,False,False,False,Gotlieb2026181,False
Boland2024,ARTICLE,Deplete and repeat: microglial CSF1R inhibition and traumatic brain injury,"Boland, Rebecca and Kokiko-Cochran, Olga N.",2024,Frontiers in Cellular Neuroscience,10.3389/fncel.2024.1352790,https://www.scopus.com/pages/publications/85186634306?origin=resultslist,,18,,Review,Cited by: 27; All Open Access; Gold Open Access; Green Open Access,True,True,True,Boland2024,False
Cilia2026,ARTICLE,"Effects of pimavanserin, xanomeline and highly-purified plant-derived cannabidiol on MK-801-induced behaviours in mice relevant to psychosis","Cilia, Jackie and Guillermin-Escobar, Oriane and McCreary, Andrew C. and Virley, David and Li, Jennifer",2026,Journal of Psychopharmacology,10.1177/02698811261456216,https://www.scopus.com/pages/publications/105042783702?origin=resultslist,,,,Article,Cited by: 0; All Open Access; Bronze Open Access,True,False,False,Cilia2026,False
Barbalho2025,ARTICLE,Molecular Mechanisms Underlying Neuroinflammation Intervention with Medicinal Plants: A Critical and Narrative Review of the Current Literature,"Barbalho, Sandra Maria and Leme Boaro, Beatriz and da Silva Camarinha Oliveira, Jéssica and Patočka, Jiří and Barbalho Lamas, Caroline and Tanaka, Masaru and Laurindo, Lucas Fornari",2025,Pharmaceuticals,10.3390/ph18010133,https://www.scopus.com/pages/publications/85216098959?origin=resultslist,,18,1,Review,Cited by: 41; All Open Access; Gold Open Access; Green Open Access,True,True,True,Barbalho2025,False
Shevchuk202541,ARTICLE,Specific features of cannabidiol metabolism and excretion during long-term consumption of cannabis,"Shevchuk, Mykola and Hasiuk, Oles-Pylyp",2025,"International Journal of Minor Fruits, Medicinal and Aromatic Plants",10.53552/ijmfmap.11.1.2025.41-55,https://www.scopus.com/pages/publications/105010509125?origin=resultslist,41 - 55,11,1,Review,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Shevchuk202541,False
Grabitz2024418,ARTICLE,Research encouraging off-label use of quetiapine: A systematic meta-epidemiological analysis,"Grabitz, Peter and Saksone, Lana and Schorr, Susanne Gabriele and Schwietering, Johannes and Bittlinger, Merlin and Kimmelman, Jonathan",2024,Clinical Trials,10.1177/17407745231225470,https://www.scopus.com/pages/publications/85183930147?origin=resultslist,418 - 429,21,4,Article,Cited by: 6; All Open Access; Bronze Open Access,True,False,False,Grabitz2024418,False
Santos2025,ARTICLE,Neuroprotective effects of a cannabidiol nanoemulsion in a rotenone-induced rat model of Parkinson's disease: Insights into the gut-brain axis,"Santos, Júlio César Claudino dos and Aquino, Pedro Everson Alexandre de and Rebouças, Conceição da Silva Martins and Sallem, Camilla Costa and Guizardi, Marissa Prudente Pinheiro and Noleto, Felipe Micelli and Zampieri, Davila de Sousa and Ricardo, Nágila Maria Pontes Silva and Brito, Débora Hellen Almeida de and Silveira, Edilberto Rocha and Leitão, Renata Ferreira de Carvalho and Brito, Gerly Anne de Castro and Viana, Glauce Socorro de Barros",2025,European Journal of Pharmacology,10.1016/j.ejphar.2025.177748,https://www.scopus.com/pages/publications/105007017714?origin=resultslist,,1002,,Article,Cited by: 7,False,False,False,Santos2025,False
Jiang2024,ARTICLE,Lipid-Based Nanotechnology: Liposome,"Jiang, Yanhao and Li, Wenpan and Wang, Zhiren and Lu, Jianqin",2024,Pharmaceutics,10.3390/pharmaceutics16010034,https://www.scopus.com/pages/publications/85183130296?origin=resultslist,,16,1,Review,Cited by: 90; All Open Access; Gold Open Access; Green Open Access,True,True,True,Jiang2024--review,True
Baldasso2026,ARTICLE,"The role of cannabinoid ligands in neurodegenerative diseases: Emerging anti-inflammatory, immunomodulation and disease-modifying perspectives","Baldasso, Gabriela Mantovani and Paes, Rodrigo Sebben and Moreira, Artur Graeff and Salvadori, Sofia Gallo and Limberger, Christian and Roviezzo, Fiorentina and Capasso, Rafaelle and Dutra, Rafael Cypriano",2026,Pharmacological Research,10.1016/j.phrs.2026.108185,https://www.scopus.com/pages/publications/105035226661?origin=resultslist,,227,,Review,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Baldasso2026,False
Ruttle202640,ARTICLE,Percutaneous endoscopic gastrostomy in atypical parkinsonian syndromes: survival and aspiration outcomes from a retrospective international cohort,"Ruttle, Tim and Jones, Edward and Towns, Cindy",2026,New Zealand Medical Journal,10.26635/6965.7117,https://www.scopus.com/pages/publications/105028998996?origin=resultslist,40 - 49,139,1628,Article,Cited by: 1,False,False,False,Ruttle202640,False
Salabasidou20241642,ARTICLE,Pain in Parkinson disease: a deep phenotyping study,"Salabasidou, Elena and Binder, Tobias and Volkmann, Jens and Kuzkina, Anastasia and Üçeyler, Nurcan",2024,Pain,10.1097/j.pain.0000000000003173,https://www.scopus.com/pages/publications/85196766962?origin=resultslist,1642 - 1654,165,7,Article,Cited by: 5,False,False,False,Salabasidou20241642,False
Areti2025,ARTICLE,Factors predicting manipulation under anaesthesia after total knee replacement,"Areti, Aruni and Ratcliff, Terrul and Perake, Vinayak and Sambandam, Senthil N.",2025,Archives of Orthopaedic and Trauma Surgery,10.1007/s00402-025-05758-3,https://www.scopus.com/pages/publications/85216717963?origin=resultslist,,145,1,Article,Cited by: 3,False,False,False,Areti2025,False
Shi2024,ARTICLE,Multimodal data fusion reveals functional and neurochemical correlates of Parkinson's disease,"Shi, Dafa and Wu, Shuohua and Zhuang, Caiyu and Mao, Yumeng and Wang, Qianqi and Zhai, Huige and Zhao, Nannan and Yan, Gen and Wu, Renhua",2024,Neurobiology of Disease,10.1016/j.nbd.2024.106527,https://www.scopus.com/pages/publications/85193448715?origin=resultslist,,197,,Article,Cited by: 12; All Open Access; Gold Open Access; Green Open Access,True,True,True,Shi2024,False
Pisani20261566,ARTICLE,Gray Matter Volume Loss in Parkinson's Disease Psychosis and Cannabinoid Receptor Gene Expression in the Brain,"Pisani, Sara and Váša, František and Velayudhan, Latha and Bhattacharyya, Sagnik",2026,Movement Disorders,10.1002/mds.70222,https://www.scopus.com/pages/publications/105030554296?origin=resultslist,1566 - 1571,41,6,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Pisani20261566,False
Barré2025,ARTICLE,Patterns of Use and Patient-Reported Effects of Cannabinoids in People With PD: A Nationwide Survey,"Barré, Tangui and Cazorla, Géraldine and Di Beo, Vincent and Lopez, Fabienne and Radoszycki, Lise and Maradan, Gwenaëlle and Baunez, Christelle and Carrieri, Patrizia",2025,Parkinson's Disease,10.1155/padi/2979089,https://www.scopus.com/pages/publications/105006679748?origin=resultslist,,2025,1,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True,Barré2025,False
