citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa,record_id,citekey_collision
Joers2024,ARTICLE,Modulation of cannabinoid receptor 2 alters neuroinflammation and reduces formation of alpha-synuclein aggregates in a rat model of nigral synucleinopathy,"Joers, Valerie and Murray, Benjamin C and McLaughlin, Caroline and Oliver, Danielle and Staley, Hannah E. and Coronado, Jazmyn and Achat-Mendes, Cindy and Golshani, Sanam and Kelly, Sean D. and Goodson, Matthew and Lee, Danica and Manfredsson, Fredric P. and Moore II, Bob M. and Tansey, Malú Gámez",2024,Journal of Neuroinflammation,10.1186/s12974-024-03221-5,https://www.scopus.com/pages/publications/85205336405?origin=resultslist,,21,1,Article,Cited by: 11; All Open Access; Gold Open Access; Green Open Access,True,True,True,Joers2024,False
Lopes2026,ARTICLE,A Feasibility Assessment of the FDA Adverse Event Reporting System for the Detection of Cannabis-Related Safety Signals,"Lopes, Priscilla O. M. V. and Harris, Cory S. and Gravel, Christopher A.",2026,Pharmacoepidemiology and Drug Safety,10.1002/pds.70392,https://www.scopus.com/pages/publications/105038734875?origin=resultslist,,35,6,Article,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False,Lopes2026,False
Lissoni2025513,ARTICLE,"Efficacy of a Neuroimmune Therapy Including Pineal Methoxyindoles, Angiotensin 1-7, and Endocannabinoids in Cancer, Autoimmune, and Neurodegenerative Diseases","Lissoni, Paolo and Rovelli, Franco and Monzon, Alejandra and Messina, Giusy and Merli, Nicoletta and Tartarelli, Rosanna and Tassoni, Simonetta and Zecchinato, Francesca and Simoes-E-silva, Ana Cristina and Valentini, Agnese and Di Fede, Giuseppe and Cardinali, Daniel P.",2025,Clinical Interventions in Aging,10.2147/CIA.S513910,https://www.scopus.com/pages/publications/105004787758?origin=resultslist,513 - 522,20,,Article,Cited by: 5; All Open Access; Gold Open Access; Green Open Access,True,True,True,Lissoni2025513,False
Ajalin2026980,ARTICLE,Deficits in episodic memory and executive functions in relation to CB1 receptor availability in Parkinson's disease,"Ajalin, Riikka M. and Al-Abdulrasul, Haidar and Tuisku, Jouni M. and Karrasch, Mira and Hirvonen, Jussi and Kirjavainen, Anna K. and Zetterberg, Henrik and Rinne, Juha O. and Brück, Anna E.",2026,Journal of Parkinson's disease,10.1177/1877718X261457830,https://www.scopus.com/pages/publications/105046473918?origin=resultslist,980 - 991,16,5,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Ajalin2026980,False
Kawasaki2025,ARTICLE,"Effects of cannabidiol to circadian period, sleep, life span, close-proximity rhythm, egg reproduction and motor function in Drosophila melanogaster","Kawasaki, Haruhisa and Sato, Toshihiko and Ishida, Norio",2025,Biogerontology,10.1007/s10522-025-10305-z,https://www.scopus.com/pages/publications/105013291736?origin=resultslist,,26,5,Article,Cited by: 2; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Kawasaki2025,False
Yoshida2024298,ARTICLE,Corticobasal degeneration with visual hallucination as an initial symptom: A case report,"Yoshida, Kentaro and Adachi, Tadashi and Suzuki, Yuki and Sakuwa, Mayuko and Fukuda, Hiroki and Hasegawa, Masato and Adachi, Yoshiki and Miura, Hiroshi and Hanajima, Ritsuko",2024,Neuropathology,10.1111/neup.12963,https://www.scopus.com/pages/publications/85183876260?origin=resultslist,298 - 303,44,4,Article,Cited by: 2,False,False,False,Yoshida2024298,False
Ayerra2025600,ARTICLE,"Activation of central cannabinoid type 2 receptors, but not on peripheral immune cells, is required for endocannabinoid-mediated neuroprotection in Parkinson's disease","Ayerra, Leyre and Abellanas, Miguel Angel and Vidaurre, Clara and Basurco, Leyre and Tavira, Adriana and Luquin, Esther and Clavero, Pedro and Mengual, Elisa and Collantes, Maria and Peñuelas, Ivan and de Martin-Esteban, Samuel Ruiz and Grether, Uwe and Hillard, Cecilia J. and Romero, Julian and Hervás-Stubbs, Sandra and Aymerich, Maria S.",2025,"Brain, Behavior, and Immunity",10.1016/j.bbi.2025.04.037,https://www.scopus.com/pages/publications/105004306558?origin=resultslist,600 - 611,128,,Article,Cited by: 6; All Open Access; Hybrid Gold Open Access,True,True,False,Ayerra2025600,False
Holland20241166,ARTICLE,Differential Synaptic Loss in β-Amyloid Positive Versus β-Amyloid Negative Corticobasal Syndrome,"Holland, Negin and Savulich, George and Jones, P. Simon and Whiteside, David J. and Street, Duncan and Swann, Peter and Naessens, Michelle and Malpetti, Maura and Hong, Young T. and Fryer, Tim D. and Rittman, Timothy and Mulroy, Eoin and Aigbirhio, Franklin I. and Bhatia, Kailash P. and O'Brien, John T. and Rowe, James B.",2024,Movement Disorders,10.1002/mds.29814,https://www.scopus.com/pages/publications/85191314349?origin=resultslist,1166 - 1178,39,7,Article,Cited by: 5; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Holland20241166,False
O’Donnell202427,ARTICLE,The Impact of High-density Lipoprotein Cholesterol (HDL-C) Levels and Risk of Movement Disorders in Patients Taking Antipsychotics,"O’Donnell, Carolyn and Demler, Tammie Lee and Trigoboff, Eileen and Lee, Claudia",2024,Innovations in Clinical Neuroscience,,https://www.scopus.com/pages/publications/85202024196?origin=resultslist,27 - 30,21,4-6,Article,Cited by: 2,False,False,False,O’Donnell202427,False
Bérété2025,ARTICLE,Concomitant use of medical cannabis and drugs associated with risks of interaction in older patients: a longitudinal cohort study,"Bérété, Zoumana Cheick and Sebgo, Arvis Abraham and Eurich, Dean T. and Dubois, Cerina and Dyck, Jason R. and Hanlon, John G. and Zongo, Arsene",2025,Age and Ageing,10.1093/ageing/afaf359,https://www.scopus.com/pages/publications/105024855940?origin=resultslist,,54,12,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Bérété2025,False
Rivas-Santisteban2024,ARTICLE,Cannabinoid regulation of angiotensin II-induced calcium signaling in striatal neurons,"Rivas-Santisteban, Rafael and Muñoz, Ana and Lillo, Jaume and Raïch, Iu and Rodríguez-Pérez, Ana I. and Navarro, Gemma and Labandeira-García, José L. and Franco, Rafael",2024,npj Parkinson's Disease,10.1038/s41531-024-00827-7,https://www.scopus.com/pages/publications/85209084804?origin=resultslist,,10,1,Article,Cited by: 6; All Open Access; Gold Open Access; Green Open Access,True,True,True,Rivas-Santisteban2024,False
Sun2025,ARTICLE,Withaferin A maintained microbiome and metabolome features in A53T transgenic mice via multi-omics integrated analysis,"Sun, Xiaodong and Qin, Bingqing and Guo, Ai and Gui, Jianjun and Weng, Jingjing and Ye, Junjie and Feng, Shenglan and Sang, Ming",2025,Phytomedicine,10.1016/j.phymed.2025.156725,https://www.scopus.com/pages/publications/105002150196?origin=resultslist,,141,,Article,Cited by: 3,False,False,False,Sun2025,False
Pérez-Oliveira2024,ARTICLE,Huntingtin CAG repeats in neuropathologically confirmed tauopathies: Novel insights,"Pérez-Oliveira, Sergio and Castilla-Silgado, Juan and Painous, Cèlia and Aldecoa, Iban and Menéndez-González, Manuel and Blázquez-Estrada, Marta and Corte, Daniela and Tomás-Zapico, Cristina and Compta, Yaroslau and Muñoz, Esteban and Lladó, Albert and Balasa, Mircea and Aragonès, Gemma and García-González, Pablo and Rosende-Roca, Maitée and Boada, Mercè and Ruíz, Agustín and Pastor, Pau and De la Casa-Fages, Beatriz and Rabano, Alberto and Sánchez-Valle, Raquel and Molina-Porcel, Laura and Álvarez, Victoria",2024,Brain Pathology,10.1111/bpa.13250,https://www.scopus.com/pages/publications/85186629546?origin=resultslist,,34,4,Article,Cited by: 7; All Open Access; Gold Open Access; Green Open Access,True,True,True,Pérez-Oliveira2024,False
Basha202546,ARTICLE,CORTICOBASAL SYNDROME PRESENTING AS A PROGRESSIVE HEMIPARETIC SYNDROME: A CASE REPORT,"Basha, Entela and Mara, Emili and Vyshka, Gentian",2025,Georgian Medical News,,https://www.scopus.com/pages/publications/105027051800?origin=resultslist,46 - 48,368,11,Article,Cited by: 0,False,False,False,Basha202546,False
Barré2026,ARTICLE,Healthcare Providers’ Acceptability of Cannabis And Cannabidiol to Manage Parkinson's Disease in France,"Barré, Tangui and Cazorla, Géraldine and Di Beo, Vincent and Bianchi, Carla and Baunez, Christelle and Carrieri, Patrizia",2026,Current Therapeutic Research - Clinical and Experimental,10.1016/j.curtheres.2026.100830,https://www.scopus.com/pages/publications/105037070845?origin=resultslist,,104,,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Barré2026,False
Fernández-Rodríguez2026,ARTICLE,Semiquantitative [¹²³I]FP-CIT SPECT metrics combined with machine learning improve clinical differentiation of Parkinson’s disease and atypical parkinsonian syndrome,"Fernández-Rodríguez, Paula and Franco-Rosado, Pablo and Diaz-Galvan, Patricia and Muñoz-Delgado, Laura and Luque-Ambrosiani, Antonio Cristobal and Labrador-Espinosa, Miguel Ángel and Silva-Rodríguez, Jesús and Ojeda-Lepe, Elena and Macías-García, Daniel and Adarmes-Gómez, Astrid and Jesús, Silvia and Carrillo, Fátima and Lojo-Ramírez, Jose Antonio and Solis, David García and Grothe, Michel J. and Mir, Pablo",2026,European Journal of Nuclear Medicine and Molecular Imaging,10.1007/s00259-026-08022-x,https://www.scopus.com/pages/publications/105043708165?origin=resultslist,,,,Article,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False,Fernández-Rodríguez2026,False
Kilani2026248,ARTICLE,"The Impact of Cannabis Use in Gastroparesis: A Propensity-Matched Analysis of 41, 374 Gastroparesis Patients","Kilani, Yassine and Gonzalez Mosquera, Daniel Alejandro and Puelo, Priscila Castro and Aldiabat, Mohammad and Ruffle, James K. and Madi, Mahmoud Y. and Farmer, Adam D.",2026,American Journal of Gastroenterology,10.14309/ajg.0000000000003479,https://www.scopus.com/pages/publications/105003267338?origin=resultslist,248 - 257,121,1,Article,Cited by: 2,False,False,False,Kilani2026248,False
Ramos-Molina2025191,ARTICLE,Beta-caryophyllene inhibits the permeability of the blood–brain barrier in MPTP-induced parkinsonism; [El beta-cariofileno inhibe la permeabilidad de la barrera hematoencefálica en el parkinsonismo inducido por MPTP],"Ramos-Molina, A.R. and Tejeda-Martínez, A.R. and Viveros-Paredes, J.M. and Chaparro-Huerta, V. and Urmeneta-Ortíz, M.F. and Ramírez-Jirano, L.J. and Flores-Soto, M.E.",2025,Neurologia,10.1016/j.nrl.2022.11.004,https://www.scopus.com/pages/publications/85166983737?origin=resultslist,191 - 203,40,2,Article,Cited by: 11; All Open Access; Gold Open Access,True,True,False,Ramos-Molina2025191,False
Berman2024,ARTICLE,Exploratory survey study on adjunctive use of medical cannabis for Gaucher disease,"Berman, Yehoshua and Ely, Robin and Scher, Yosef Y. and Weinreb, Neal J.",2024,Rare Disease and Orphan Drugs Journal,10.20517/rdodj.2024.17,https://www.scopus.com/pages/publications/105004987370?origin=resultslist,,3,3,Article,Cited by: 1; All Open Access; Hybrid Gold Open Access,True,True,False,Berman2024,False
Murakami2025,ARTICLE,Upper motor neuron-predominant motor neuron disease presenting as atypical parkinsonism: A clinicopathological study,"Murakami, Aya and Koga, Shunsuke and Fujioka, Shinsuke and White, Adrianna E. and Bieniek, Kevin F. and Sekiya, Hiroaki and DeJesus-Hernandez, Mariely and Finch, NiCole A. and van Blitterswijk, Marka and Nakamura, Masataka and Tsuboi, Yoshio and Murray, Melissa E. and Wszolek, Zbigniew K. and Dickson, Dennis W.",2025,Brain Pathology,10.1111/bpa.13286,https://www.scopus.com/pages/publications/85198111277?origin=resultslist,,35,1,Article,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True,Murakami2025,False
Barré2024,ARTICLE,Acceptability of and attitudes to the therapeutic use of cannabis and cannabidiol in people with Parkinson's disease: A French survey,"Barré, Tangui and Cazorla, Géraldine and Di Beo, Vincent and Lopez, Fabienne and Radoszycki, Lise and Maradan, Gwenaëlle and Baunez, Christelle and Carrieri, Patrizia",2024,Clinical Parkinsonism and Related Disorders,10.1016/j.prdoa.2024.100286,https://www.scopus.com/pages/publications/85210540403?origin=resultslist,,11,,Article,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True,Barré2024,False
Kurihara2024,ARTICLE,Dynamic aphasia as an early sign of corticobasal degeneration: Clinico-radio-pathological correlation,"Kurihara, Masanori and Arakawa, Akira and Tokumaru, Aya Midori and Matsubara, Tomoyasu and Eguchi, Hiroto and Shimo, Yasushi and Hasegawa, Masato and Kanemaru, Kazutomi and Takeda, Katsuhiko and Iwata, Atsushi and Murayama, Shigeo and Saito, Yuko",2024,eNeurologicalSci,10.1016/j.ensci.2024.100526,https://www.scopus.com/pages/publications/85203252364?origin=resultslist,,37,,Article,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True,Kurihara2024,False
Manzoni20241316,ARTICLE,"Genome-wide analyses reveal a potential role for the MAPT, MOBP, and APOE loci in sporadic frontotemporal dementia","Manzoni, Claudia and Kia, Demis A. and Ferrari, Raffaele and Leonenko, Ganna and Costa, Beatrice and Saba, Valentina and Jabbari, Edwin and Tan, Manuela MX. and Albani, Diego and Alvarez, Victoria and Alvarez, Ignacio and Andreassen, Ole A. and Angiolillo, Antonella and Arighi, Andrea and Baker, Matt and Benussi, Luisa and Bessi, Valentina and Binetti, Giuliano and Blackburn, Daniel J. and Boada, Merce and Boeve, Bradley F. and Borrego-Ecija, Sergi and Borroni, Barbara and Bråthen, Geir and Brooks, William S. and Bruni, Amalia C. and Caroppo, Paola and Bandres-Ciga, Sara and Clarimon, Jordi and Colao, Rosanna and Cruchaga, Carlos and Danek, Adrian and de Boer, Sterre CM. and de Rojas, Itziar and di Costanzo, Alfonso and Dickson, Dennis W. and Diehl-Schmid, Janine and Dobson-Stone, Carol and Dols-Icardo, Oriol and Donizetti, Aldo and Dopper, Elise and Durante, Elisabetta and Ferrari, Camilla and Forloni, Gianluigi and Frangipane, Francesca and Fratiglioni, Laura and Kramberger, Milica G. and Galimberti, Daniela and Gallucci, Maurizio and García-González, Pablo and Ghidoni, Roberta and Giaccone, Giorgio and Graff, Caroline and Graff-Radford, Neill R. and Grafman, Jordan and Halliday, Glenda M. and Hernandez, Dena G. and Hjermind, Lena E. and Hodges, John R. and Holloway, Guy and Huey, Edward D. and Illán-Gala, Ignacio and Josephs, Keith A. and Knopman, David S. and Kristiansen, Mark and Kwok, John B. and Leber, Isabelle and Leonard, Hampton L. and Libri, Ilenia and Lleo, Alberto and Mackenzie, Ian R. and Madhan, Gaganjit K. and Maletta, Raffaele and Marquié, Marta and Maver, Ales and Menendez-Gonzalez, Manuel and Milan, Graziella and Miller, Bruce L. and Morris, Christopher M. and Morris, Huw R. and Nacmias, Benedetta and Newton, Judith and Nielsen, Jørgen E. and Nilsson, Christer and Novelli, Valeria and Padovani, Alessandro and Pal, Suvankar and Pasquier, Florence and Pastor, Pau and Perneczky, Robert and Peterlin, Borut and Petersen, Ronald C. and Piguet, Olivier and Pijnenburg, Yolande AL. and Puca, Annibale A. and Rademakers, Rosa and Rainero, Innocenzo and Reus, Lianne M. and Richardson, Anna MT. and Riemenschneider, Matthias and Rogaeva, Ekaterina and Rogelj, Boris and Rollinson, Sara and Rosen, Howard and Rossi, Giacomina and Rowe, James B. and Rubino, Elisa and Ruiz, Agustin and Salvi, Erika and Sanchez-Valle, Raquel and Sando, Sigrid Botne and Santillo, Alexander F. and Saxon, Jennifer A. and Schlachetzki, Johannes CM. and Scholz, Sonja W. and Seelaar, Harro and Seeley, William W. and Serpente, Maria and Sorbi, Sandro and Sordon, Sabrina and St George-Hyslop, Peter and Thompson, Jennifer C. and Van Broeckhoven, Christine and Van Deerlin, Vivianna M. and Van der Lee, Sven J. and Van Swieten, John and Tagliavini, Fabrizio and van der Zee, Julie and Veronesi, Arianna and Vitale, Emilia and Waldo, Maria Landqvist and Yokoyama, Jennifer S. and Nalls, Mike A. and Momeni, Parastoo and Singleton, Andrew B. and Hardy, John and Escott-Price, Valentina",2024,American Journal of Human Genetics,10.1016/j.ajhg.2024.05.017,https://www.scopus.com/pages/publications/85197544348?origin=resultslist,1316 - 1329,111,7,Article,Cited by: 17; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Manzoni20241316,False
Al-Zubaidi2025,ARTICLE,Word onset tracking in neural responses of human basal ganglia nuclei,"Al-Zubaidi, Arkan and Schepers, Inga M. and Beck, Anne-Kathrin and Schwabe, Kerstin and Runge, Joachim and Abdallat, Mahmoud and Krauss, Joachim K. and Rieger, Jochem W.",2025,Brain Structure and Function,10.1007/s00429-025-02968-8,https://www.scopus.com/pages/publications/105008985171?origin=resultslist,,230,6,Article,Cited by: 4; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Al-Zubaidi2025,False
Takigawa2024,ARTICLE,Japanese longitudinal biomarker study in progressive supranuclear palsy and corticobasal degeneration: Clinical features of the first registered patients and short-term follow-up analysis,"Takigawa, Hiroshi and Hanajima, Ritsuko and Aiba, Ikuko and Shimohata, Takayoshi and Tokuda, Takahiko and Morita, Mitsuya and Onodera, Osamu and Murayama, Shigeo and Hasegawa, Kazuko and Tokumaru, Aya M. and Kowa, Hisanori and Kanazawa, Masato and Naoi, Tameto and Nakashima, Kenji and Ikeuchi, Takeshi",2024,Clinical Parkinsonism and Related Disorders,10.1016/j.prdoa.2024.100279,https://www.scopus.com/pages/publications/85207536231?origin=resultslist,,11,,Article,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True,Takigawa2024,False
De Giorgi2024,ARTICLE,12-month neurological and psychiatric outcomes of semaglutide use for type 2 diabetes: a propensity-score matched cohort study,"De Giorgi, Riccardo and Koychev, Ivan and Adler, Amanda I. and Cowen, Philip J. and Harmer, Catherine J. and Harrison, Paul J. and Taquet, Maxime",2024,eClinicalMedicine,10.1016/j.eclinm.2024.102726,https://www.scopus.com/pages/publications/85198519279?origin=resultslist,,74,,Article,Cited by: 68; All Open Access; Gold Open Access; Green Open Access,True,True,True,De Giorgi2024,False
del Rey2024,ARTICLE,Calbindin and Girk2/Aldh1a1 define resilient vs vulnerable dopaminergic neurons in a primate Parkinson’s disease model,"del Rey, Natalia López-González and Hernández-Pinedo, Nagore and Carrillo, Megan and del Cerro, María and Esteban-García, Noelia and Trigo-Damas, Inés and Monje, Mariana H. G. and Lanciego, José L. and Cavada, Carmen and Obeso, José A. and Blesa, Javier",2024,npj Parkinson's Disease,10.1038/s41531-024-00777-0,https://www.scopus.com/pages/publications/85202952470?origin=resultslist,,10,1,Article,Cited by: 26; All Open Access; Gold Open Access; Green Open Access,True,True,True,del Rey2024,False
Gmiro20259,ARTICLE,Water-Soluble Analogs of Palmitoylethanolamide and Its Combination with Adamantane- and Phenylcyclohexyl-Containing Glutamate Blockers,"Gmiro, V.E. and Serdyuk, S.E.",2025,Pharmaceutical Chemistry Journal,10.1007/s11094-025-03357-5,https://www.scopus.com/pages/publications/105005800698?origin=resultslist,9 - 20,59,1,Article,Cited by: 1,False,False,False,Gmiro20259,False
Diadhiou20241257,ARTICLE,"Natural Health Products for Symptomatic Relief of Parkinson’s Disease: Prevalence, Interest, and Awareness","Diadhiou, Sandra and Maas, Bart R. and Schootemeijer, Sabine and Bloem, Bastiaan R. and de Vries, Nienke M. and Calon, Frédéric and Darweesh, Sirwan K.L. and de Rus Jacquet, Aurelie",2024,Journal of Parkinson's Disease,10.3233/JPD-240102,https://www.scopus.com/pages/publications/85203416929?origin=resultslist,1257 - 1264,14,6,Article,Cited by: 4; All Open Access; Gold Open Access; Green Open Access,True,True,True,Diadhiou20241257,False
Lirio202411,ARTICLE,Cannabidiol: Pharmacodynamics and pharmacokinetic in the context of neuropsychiatric disorders,"Lirio, Pedro H.C. and Gaspari, Priscyla D.M. and Campos, Alline C.",2024,International Review of Neurobiology,10.1016/bs.irn.2024.05.001,https://www.scopus.com/pages/publications/85197378256?origin=resultslist,11 - 27,177,,Article,Cited by: 5,False,False,False,Lirio202411,False
Ajalin2025163,ARTICLE,"Impaired Gait, Postural Instability, and Rigidity in Relation to CB1 Receptor Availability in Parkinson's Disease","Ajalin, Riikka and Al-Abdulrasul, Haidar and Tuisku, Jouni M. and Hirvonen, Jussi and Lahdenpohja, Salla and Rinne, Juha O. and Brück, Anna",2025,Movement Disorders,10.1002/mds.30042,https://www.scopus.com/pages/publications/85206949812?origin=resultslist,163 - 167,40,1,Article,Cited by: 2; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True,Ajalin2025163,False
Friedrich2024,ARTICLE,No evidence of structural abnormality of the substantia nigra in adult attention-deficit/hyperactivity disorder: a pilot cross-sectional cohort study,"Friedrich, Isabel and von Kuenheim, Daniela and Wozniak, David and Meyer, Patrick and Mauche, Nicole and Huang, Jue and Classen, Joseph and Strauss, Maria and Rumpf, Jost-Julian",2024,Frontiers in Psychiatry,10.3389/fpsyt.2024.1395836,https://www.scopus.com/pages/publications/85196086561?origin=resultslist,,15,,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True,Friedrich2024,False
