citekey,entry_type,title,author,year,journal,doi,url,pages,volume,number,scopus_type,note,open_access_flag,gold_oa,green_oa
Desai2024631,ARTICLE,Heart failure with mildly reduced and preserved ejection fraction: A review of disease burden and remaining unmet medical needs within a new treatment landscape,"Desai, Nihar and Olewinska, Elzbieta and Famulska, Agata and Remuzat, Cécile and Francois, Clément and Folkerts, Kerstin",2024,Heart Failure Reviews,10.1007/s10741-024-10385-y,https://www.scopus.com/pages/publications/85186199365?origin=resultslist,631 - 662,29,3,Article,Cited by: 26; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Chai2024,ARTICLE,"Identification, screening, and comprehensive evaluation of novel thrombin inhibitory peptides from the hirudo produced using pepsin","Chai, Xiaoyu and Pan, Fulu and Wang, Qianqian and Wang, Xinyu and Li, Xueyan and Qi, Dongying and Yi, Zirong and Liu, Huan and Zhang, Jing and Zhang, Yiming and Pan, Yanli and Liu, Yang and Wang, Guopeng",2024,Frontiers in Pharmacology,10.3389/fphar.2024.1460053,https://www.scopus.com/pages/publications/85210999523?origin=resultslist,,15,,Article,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True
Kitazawa2026,ARTICLE,Quantitative method for analyzing the adhesion and migration dynamics of porous microspheres on the cell surfaces using in vitro cultured gastrointestinal epithelial and mucus-secreting cells,"Kitazawa, Takeo and Hatori, Yuta and Takano, Mikihisa and Matsumoto, Akihiro",2026,Results in Materials,10.1016/j.rinma.2026.101021,https://www.scopus.com/pages/publications/105047440569?origin=resultslist,,31,,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False
Lee202670,ARTICLE,Immunoregulatory protein-hybrid extracellular vesicles via self-loadable backbone cyclization for oral inflammatory bowel disease therapy,"Lee, Yeonju and Yoo, Chaerim and Kim, Kyung-Min and Kim, Sumin and Oh, Yu Kyung and Cho, Sookyung and Kim, Gil-Ran and Choi, Je-Min and Yang, Ji Yeong and Jung, Hyo-Il and Park, Sijin and Lee, Dong Yun and Kim, Young-Pil",2026,Bioactive Materials,10.1016/j.bioactmat.2025.11.036,https://www.scopus.com/pages/publications/105023323332?origin=resultslist,70 - 88,58,,Article,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True
Richards2025,ARTICLE,A Remotely Delivered GLP-1RA–Supported Specialist Weight Management Program in Adults Living With Obesity: Retrospective Service Evaluation,"Richards, Rebecca and Whitman, Michael and Wren, Gina and Campion, Peta",2025,JMIR Formative Research,10.2196/72577,https://www.scopus.com/pages/publications/105009338813?origin=resultslist,,9,,Article,Cited by: 3; All Open Access; Gold Open Access; Green Open Access,True,True,True
Zachou2024127,ARTICLE,The role of anti-diabetic drugs in NAFLD. Have we found the Holy Grail? A narrative review,"Zachou, Maria and Flevari, Pagona and Nasiri-Ansari, Narjes and Varytimiadis, Constantinos and Kalaitzakis, Evangelos and Kassi, Eva and Androutsakos, Theodoros",2024,European Journal of Clinical Pharmacology,10.1007/s00228-023-03586-1,https://www.scopus.com/pages/publications/85176132026?origin=resultslist,127 - 150,80,1,Article,Cited by: 30; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Xu2025,ARTICLE,Semaglutide ameliorates retinal vascular permeability destruction in diabetic retinopathy by AnxA2-mediated MMP-9 activation and basement membrane remodeling,"Xu, Chengye and Meng, Ziyu and Lin, Wenjian and Li, Hongxue and Xu, Qian and Zhao, Kangqi and Chen, Yangwen and Wang, Yan and Zou, Wei and Kuang, Binglin and Kuang, Hongyu",2025,Biomedicine and Pharmacotherapy,10.1016/j.biopha.2025.118409,https://www.scopus.com/pages/publications/105011853155?origin=resultslist,,190,,Article,Cited by: 7; All Open Access; Gold Open Access,True,True,False
Sklepinski2025,ARTICLE,Comparative effectiveness of GLP-1 receptor agonists on cardiovascular outcomes among adults with type 2 diabetes and moderate cardiovascular risk: emulation of a target trial,"Sklepinski, Stacey M. and Deng, Yihong and Swarna, Kavya Sindu and Herrin, Jeph and Polley, Eric C. and Neumiller, Joshua J. and Galindo, Rodolfo J. and Umpierrez, Guillermo E. and Ross, Joseph S. and Borah, Bijan J. and Maron, Bradley A. and Mickelson, Mindy M. and McCoy, Rozalina G.",2025,Diabetes Research and Clinical Practice,10.1016/j.diabres.2025.112910,https://www.scopus.com/pages/publications/105017713764?origin=resultslist,,229,,Article,Cited by: 8; All Open Access; Hybrid Gold Open Access,True,True,False
Goldberg2025,ARTICLE,The Chimeric Peptide (GEP44) Reduces Body Weight and Both Energy Intake and Energy Expenditure in Diet-Induced Obese Rats,"Goldberg, Matvey and Blevins, James E. and Wolden-Hanson, Tami and Elfers, Clinton T. and Chichura, Kylie S. and Ashlaw, Emily F. and den Hartigh, Laura J. and Roth, Christian L. and Doyle, Robert P.",2025,International Journal of Molecular Sciences,10.3390/ijms26073032,https://www.scopus.com/pages/publications/105002293504?origin=resultslist,,26,7,Article,Cited by: 2; All Open Access; Gold Open Access; Green Open Access,True,True,True
Tonon2026,ARTICLE,Liraglutide Modifies Gut Microbiota Without Modulating Doxorubicin-Induced Toxicity in Rats,"Tonon, Carolina R. and Monte, Marina G. and Ballin, Paola S. and Fujimori, Anderson S. S. and Ferreira, Natália F. and Vieira, Nayane M. and Carreira, Lara P. and Rodrigues, Maria A. M. and Rodrigues, Josias and Almeida Junior, Luiz and Di Stasi, Luiz C. and Santos, Andrey and Magro, Daniela O. and Minicucci, Marcos F. and Zornoff, Leonardo A. M. and Okoshi, Marina P. and Paiva, Sergio A. R. and Polegato, Bertha F.",2026,Antioxidants,10.3390/antiox15050538,https://www.scopus.com/pages/publications/105040134614?origin=resultslist,,15,5,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
McEwan202524,ARTICLE,"The health economics of insulin therapy: How do we address the rising demands, costs, inequalities and barriers to achieving optimal outcomes","McEwan, Phil and Evans, Marc",2025,"Diabetes, Obesity and Metabolism",10.1111/dom.16488,https://www.scopus.com/pages/publications/105007541268?origin=resultslist,24 - 35,27,S5,Article,Cited by: 4; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Coriati202519,ARTICLE,Cystic Fibrosis–related Diabetes: A First Canadian Clinical Practice Guideline,"Coriati, Adèle and Potter, Kathryn Jane and Gilmour, Julie and Lam, Grace Y. and Nichols, Carly and Lands, Larry C. and Doyle, Mary-Anne and Boudreau, Valérie and Alexandre-Heymann, Laure and McKinney, Martha L. and Sherifali, Diana and Senior, Peter and Rabasa-Lhoret, Rémi",2025,Canadian Journal of Diabetes,10.1016/j.jcjd.2024.09.001,https://www.scopus.com/pages/publications/105000935633?origin=resultslist,19 - 28.e16,49,1,Article,Cited by: 25; All Open Access; Hybrid Gold Open Access,True,True,False
Kim2026,ARTICLE,Formulation Engineering of Oral Semaglutide Tablets: Unleashing Gastric Intestinal Permeation with Sodium Caprate,"Kim, Do-Hyub and Hwang, Sung-Kwan and Yoon, Ji-Hyeon and Na, Dong Hee and Park, Young-Joon and Chae, Yoon-Jee and Chang, Ji-Eun and Kim, Joo-Eun",2026,Pharmaceutics,10.3390/pharmaceutics18060680,https://www.scopus.com/pages/publications/105042882083?origin=resultslist,,18,6,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True
Li2025,ARTICLE,Pharmacokinetics and pharmacodynamics studies of Relugolix long-acting microcrystalline formulation in male Beagle dogs,"Li, Chunxian and Wang, Jingxian and Wang, Jianxin and Yu, Miao and Zhao, Pei and Yu, Jing and Guo, Xiaohong and Luo, Zhanling and Yang, Xiaolai",2025,European Journal of Pharmaceutical Sciences,10.1016/j.ejps.2025.107245,https://www.scopus.com/pages/publications/105014023762?origin=resultslist,,213,,Article,Cited by: 3; All Open Access; Gold Open Access,True,True,False
Ambrosy2025725,ARTICLE,"Incidence of Heart Failure in Asian American, Native Hawaiian, and Other Pacific Islander Populations","Ambrosy, Andrew P. and Daida, Yihe G. and Parikh, Rishi V. and Tan, Thida C. and Howick, Connor K. and Alexeeff, Stacey E. and Lo, Joan C. and Go, Alan S.",2025,Journal of the American College of Cardiology,10.1016/j.jacc.2025.06.047,https://www.scopus.com/pages/publications/105013669580?origin=resultslist,725 - 734,86,10,Article,Cited by: 4; All Open Access; Green Open Access,True,False,True
Raptis2025,ARTICLE,Permeation Enhancer-based Ionogel Shows Remarkable Potential for Oral Insulin Delivery,"Raptis, Konstantinos and Heade, Joanne and Cunha, Cristiana and van de Weert, Marco and Saaby, Lasse and Rønholt, Stine and Nielsen, Hanne Mørck",2025,Advanced Healthcare Materials,10.1002/adhm.202500946,https://www.scopus.com/pages/publications/105007819982?origin=resultslist,,14,20,Article,Cited by: 9; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Subedi2026,ARTICLE,Dual-transporter-targeted oral semaglutide nanomicelles enable enhanced intestinal absorption and metabolic reprogramming in obesity and diabetes,"Subedi, Laxman and Bamjan, Arjun Dhwoj and Kim, Eunbin and Phuyal, Susmita and Sapkota, Binaya and Kim, Ki-Taek and Cho, Seung-Sik and Shim, Jung-Hyun and Seo, Jong Bae and Park, Jin Woo",2026,Journal of Controlled Release,10.1016/j.jconrel.2026.115297,https://www.scopus.com/pages/publications/105048698643?origin=resultslist,,399,,Article,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False
Luthfiana2026,ARTICLE,Backbone N-Methylation Improves PPCA-Binding of a Stylissatin A Analogue via Conformational Modulation,"Luthfiana, Dewi and Dakiiwa, Ayumi and Shibata, Takahiro and Kita, Masaki",2026,Chemistry - An Asian Journal,10.1002/asia.70906,https://www.scopus.com/pages/publications/105045705426?origin=resultslist,,21,14,Article,Cited by: 0; All Open Access; Green Open Access,True,False,True
Bian20261000,ARTICLE,Microbiota-driven gut-brain signaling underlies antidepressant effects of a GLP-1 analog,"Bian, Liang and Cai, Yang and Zhang, Yuan and Shen, Ling and Wang, Huijuan and Gao, Feng and Cai, Ningbo and Chen, Wenbo and You, Conghui and Yang, Yurui and Wang, Fang and Yuan, Yonggui and Han, Bing and Yao, Honghong",2026,Cell Host and Microbe,10.1016/j.chom.2026.05.003,https://www.scopus.com/pages/publications/105041138883?origin=resultslist,1000 - 1017.e5,34,6,Article,Cited by: 2; All Open Access; Bronze Open Access,True,False,False
Fredholt20261773,ARTICLE,Impact of sodium caprate dosed as a mini-tablet or suspension on insulin delivery and mucosa histomorphology,"Fredholt, Freja and Heade, Joanne and Rantanen, Jukka and Rønholt, Stine and Nielsen, Hanne Mørck",2026,Drug Delivery and Translational Research,10.1007/s13346-025-01977-8,https://www.scopus.com/pages/publications/105018316403?origin=resultslist,1773 - 1787,16,6,Article,Cited by: 2; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Young2024,ARTICLE,Medicare Coverage and Patient Out-of-Pocket Costs for Cardiovascular-Kidney-Metabolic Medications,"Young, Grant M. and Bansal, Kannu and Riello, Ralph J. and Clark, Katherine A. A. and Dhruva, Sanket S. and Faridi, Kamil F. and Desai, Nihar R.",2024,JAMA Network Open,10.1001/jamanetworkopen.2024.12437,https://www.scopus.com/pages/publications/85193906740?origin=resultslist,,7,5,Article,Cited by: 12; All Open Access; Gold Open Access; Green Open Access,True,True,True
Yao202519480,ARTICLE,Microdroplet Mass Spectrometry Enables Rapid and Sensitive Measurement of Glucose Homeostasis for Elucidating Mechanism of Drug Action,"Yao, Huifang and Zhou, Dan and VanSickle, Sophie and Zhou, Haihong and McLaren, David G. and Chen, Hao and Previs, Stephen F.",2025,Analytical Chemistry,10.1021/acs.analchem.5c01759,https://www.scopus.com/pages/publications/105035690708?origin=resultslist,19480 - 19488,97,36,Article,Cited by: 2; All Open Access; Green Open Access,True,False,True
Lunati2026,ARTICLE,Case Report: Latent autoimmune diabetes in two young female patients successfully treated with oral semaglutide and basal insulin,"Lunati, Maria Elena and Galesi, Giuseppe and Bernasconi, Davide and Tinari, Camilla and Fiorina, Paolo",2026,Frontiers in Endocrinology,10.3389/fendo.2026.1833794,https://www.scopus.com/pages/publications/105046112499?origin=resultslist,,17,,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
2026S321,ARTICLE,15. Management of Diabetes in Pregnancy: Standards of Care in Diabetes—2026,,2026,Diabetes Care,10.2337/dc26-S015,https://www.scopus.com/pages/publications/105024145695?origin=resultslist,S321 - S338,49,,Article,Cited by: 65; All Open Access; Green Open Access,True,False,True
Dimnjaković2026,ARTICLE,Identifying high-risk combinations of metformin during COVID-19,"Dimnjaković, Jelena and Buble, Tamara and Poljičanin, Tamara and Brborović, Hana and Brađašević, Emanuel and Brborović, Ognjen",2026,PLOS ONE,10.1371/journal.pone.0343979,https://www.scopus.com/pages/publications/105031667310?origin=resultslist,,21,3 March,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Garvey20261742,ARTICLE,"Oral GLP-1RA TERN-601 for Adults With Obesity/Overweight: Placebo-Controlled, Multiple-Ascending-Dose, Phase 1 and 2 Studies","Garvey, W. Timothy and Rosenstock, Julio and Bays, Harold E. and Denham, Douglas and Kohli, Anita and Haines, Melanie and Jones, Christopher and Kwan, Ellen and Castelloe, Erin and Marmon, Tonya and Kuriakose, Emil and Nelson, Cara",2026,Obesity,10.1002/oby.70271,https://www.scopus.com/pages/publications/105046164819?origin=resultslist,1742 - 1758,34,9,Article,Cited by: 0; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Kuang2026166,ARTICLE,A comprehensive study using multiple experimental models validated the potential blood pressure reduction effect of rivaroxaban,"Kuang, Hongyu and Li, Kexin and Yang, Hong and Yang, Ke and Zhang, Zhirou and Zhu, Jie and Wei, Jia and Pan, Pei and Chen, Jinghong and Chen, Yihan and Qi, Chang and Du, Huaan",2026,Current Molecular Pharmacology,10.1016/j.cmp.2026.06.001,https://www.scopus.com/pages/publications/105046553948?origin=resultslist,166 - 180,19,1,Article,Cited by: 0; All Open Access; Hybrid Gold Open Access,True,True,False
Zheng2025,ARTICLE,Utilization of Native CRISPR-Cas9 System for Expression of Glucagon-like Peptide-1 in Lacticaseibacillus paracasei,"Zheng, Mumin and Zhang, Shuwen and Wang, Yunna and Xie, Ning and Wang, Xiaodan and Lv, Jiaping and Pang, Xiaoyang and Li, Xu",2025,Foods,10.3390/foods14101785,https://www.scopus.com/pages/publications/105006732213?origin=resultslist,,14,10,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True
Dayer20251488,ARTICLE,Comprehensive Access to Semaglutide: Clinical and Economic Implications for Medicare,"Dayer, Victoria W. and Nourhussein, Iman and Kasle, Adam and Hansen, Ryan N. and Navas, Angelo and Sullivan, Sean D.",2025,Value in Health,10.1016/j.jval.2025.07.007,https://www.scopus.com/pages/publications/105013130244?origin=resultslist,1488 - 1496,28,10,Article,Cited by: 4; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Tian2025,ARTICLE,Semaglutide promotes the proliferation and osteogenic differentiation of bone-derived mesenchymal stem cells through activation of the Wnt/LRP5/β-catenin signaling pathway,"Tian, Yawei and Liu, Huiming and Bao, Xiaoxue and Li, Yukun",2025,Frontiers in Pharmacology,10.3389/fphar.2025.1539411,https://www.scopus.com/pages/publications/105000629902?origin=resultslist,,16,,Article,Cited by: 17; All Open Access; Gold Open Access; Green Open Access,True,True,True
Malgave2025,ARTICLE,"Influence of Buffering Capacity, pH, and Temperature on the Stability of Semaglutide: A Preformulation Study","Malgave, Adarsh and Akbar, Sideequl and Tiwari, Ayushi and Hande, Shamal and Joseph, Anumol and Malayandi, Rajkumar",2025,Journal of Peptide Science,10.1002/psc.70039,https://www.scopus.com/pages/publications/105010001254?origin=resultslist,,31,8,Article,Cited by: 8; All Open Access; Bronze Open Access,True,False,False
Liu2026,ARTICLE,Single-dose pharmacokinetics of sublingual semaglutide in rats,"Liu, Yi and Song, Guiyun and Banov, Daniel and Denison, Jennifer and Davis, Courtaney and Ip, Kendice",2026,European Journal of Pharmaceutical Sciences,10.1016/j.ejps.2025.107406,https://www.scopus.com/pages/publications/105024568218?origin=resultslist,,217,,Article,Cited by: 0; All Open Access; Gold Open Access,True,True,False
Sharma2026,ARTICLE,Worsening Kidney Function and Cardiovascular Outcomes in Type 2 Diabetes and Atherosclerotic Disease,"Sharma, Abhinav and Razaghizad, Amir and Stevens, Susanna R. and Lokhnygina, Yuliya and Bakris, George L. and Green, Jennifer B. and McGuire, Darren K. and Lopes, Renato D. and Buse, John B. and Armstrong, Paul W. and Peterson, Eric D. and Holman, Rury R.",2026,JACC: Advances,10.1016/j.jacadv.2026.102598,https://www.scopus.com/pages/publications/105034671785?origin=resultslist,,5,3,Article,Cited by: 1; All Open Access; Gold Open Access; Green Open Access,True,True,True
Luef2026,ARTICLE,"Study protocol for a 15-year follow-up of a randomized controlled trial on lifestyle intervention in pregnancy: assessing long-term effects on body composition, metabolic traits, and mental health in mothers and offspring","Luef, Birgitte Moeller and Jensen, Nanna Husted and Knorr, Sine and Kristensen, Kurt and Overgaard, Martin and Stentebjerg, Louise Laage and Catalano, Patrick M. and Möller, Sören and Maindal, Helle Terkildsen and Jensen, Dorte Møller and Vinter, Christina Anne",2026,Trials,10.1186/s13063-025-09418-0,https://www.scopus.com/pages/publications/105029871978?origin=resultslist,,27,1,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Reddiar2024,ARTICLE,Lymphatic uptake of the lipidated and non-lipidated GLP-1 agonists liraglutide and exenatide is similar in rats,"Reddiar, Sanjeevini Babu and Abdallah, Mohammad and Styles, Ian K. and Müllertz, Olivia O. and Trevaskis, Natalie L.",2024,European Journal of Pharmaceutics and Biopharmaceutics,10.1016/j.ejpb.2024.114339,https://www.scopus.com/pages/publications/85193825208?origin=resultslist,,200,,Article,Cited by: 10; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Palacios2025,ARTICLE,High-velocity delivery of biologics via the gastrointestinal tract by self-pressurized oral capsules,"Palacios, Joshua I. and Wood-Yang, Amy J. and Klavohn, Nicholas and Friesenhahn, Nick and Raman, Nisha and Baker, Nusaiba and Ashby, Grant and Prausnitz, Mark R.",2025,Journal of Controlled Release,10.1016/j.jconrel.2025.113963,https://www.scopus.com/pages/publications/105009908424?origin=resultslist,,385,,Article,Cited by: 6; All Open Access; Green Open Access; Hybrid Gold Open Access,True,True,True
Brayden2026,ARTICLE,The fourth controlled release society workshop on oral peptide administration,"Brayden, David J. and Buckley, Stephen T. and Lewis, Andrew L.",2026,Frontiers in Drug Delivery,10.3389/fddev.2026.1860678,https://www.scopus.com/pages/publications/105043309962?origin=resultslist,,6,,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Zeng2025,ARTICLE,Smart ultra-long-lasting sequentially triggerable and artfully implantable nozzle system for on-demand drug delivery for chronotherapy,"Zeng, Qi and Gong, Yusheng and Jiao, Wenhao and Xu, Jiarong and Chen, Xiuli and Xu, Rengui and Liu, Yuan and Liang, Xinting and Li, Guanyue and Liu, Jiajing and He, Linxi and Li, Wenhao and Zhang, Xiaoxia and Chen, Xiaoyuan and Chen, Wei",2025,Science Advances,10.1126/sciadv.adv8734,https://www.scopus.com/pages/publications/105009819831?origin=resultslist,,11,26,Article,Cited by: 11; All Open Access; Gold Open Access; Green Open Access,True,True,True
Wood-Yang2025,ARTICLE,Stabilization of Self-Pressurized Gelatin Capsules for Oral Delivery of Biologics,"Wood-Yang, Amy J. and Palacios, Joshua I. and Sankaranarayanan, Abishek and Prausnitz, Mark R.",2025,Pharmaceutics,10.3390/pharmaceutics17091156,https://www.scopus.com/pages/publications/105017061895?origin=resultslist,,17,9,Article,Cited by: 0; All Open Access; Gold Open Access; Green Open Access,True,True,True
Raubenheimer2024,ARTICLE,Sweetening the deal: an infodemiological study of worldwide interest in semaglutide using Google Trends extended for health application programming interface,"Raubenheimer, Jacques Eugene and Myburgh, Pieter Hermanus and Bhagavathula, Akshaya Srikanth",2024,BMC Global and Public Health,10.1186/s44263-024-00095-w,https://www.scopus.com/pages/publications/105010864652?origin=resultslist,,2,1,Article,Cited by: 20; All Open Access; Gold Open Access; Green Open Access,True,True,True
Kumar2026,ARTICLE,"Co-design, implementation, and evaluation of a nested diabetes model of care for adults with cystic fibrosis: a mixed methods pre-post implementation study","Kumar, Shanal and Smith, Daniel and Moore, Vanessa and Matson, Angela",2026,JBI Evidence Implementation,10.1097/XEB.0000000000000551,https://www.scopus.com/pages/publications/105040736378?origin=resultslist,,Publish Ahead of Print,,Article,Cited by: 2; All Open Access; Hybrid Gold Open Access,True,True,False
Sheth2025124,ARTICLE,"Practical Recommendations on Cardiovascular Risk Evaluation in Patients With Psoriasis and Psoriatic Arthritis for Dermatologists, Rheumatologists, and Primary Care Physicians by the Psoriasis and Psoriatic Arthritis Clinics Multicenter Advancement Network","Sheth, Samip and Inestroza, Karla and Merola, Joseph F. and Weber, Brittany and Garshick, Michael",2025,Journal of Psoriasis and Psoriatic Arthritis,10.1177/24755303251337020,https://www.scopus.com/pages/publications/105007038239?origin=resultslist,124 - 130,10,4,Article,Cited by: 6; All Open Access; Green Open Access,True,False,True
